Date,Year,Category,Lower,Mid,Upper,CPI_Growth,YoY_Inflation,Forecast_Error,Forecast_Accuracy,Category_Contribution,Season,Seasonal_Contribution
2023-04-01 00:00:00,2023,Fresh fruits,3.7,-3,0.3,-30.2325581395349,-148.387096774194,6.7,323.333333333333,-6.50759219088937,Spring,-2.26757369614513
2023-05-01 00:00:00,2023,Fresh fruits,3.8,-1.9,0.9,-36.6666666666667,-78.6516853932584,5.7,400,-4.04255319148936,Spring,-1.43613000755858
2023-06-01 00:00:00,2023,Fresh fruits,3.9,-1.9,0.4,0,-126.760563380282,5.8,405.263157894737,-3.80761523046092,Summer,2.47074122236671
2023-07-01 00:00:00,2023,Fresh fruits,2.7,-1.4,0.4,-26.3157894736842,-82.7160493827161,4.1,392.857142857143,1.90735694822888,Summer,1.82054616384916
2023-07-01 00:00:00,2023,Fresh fruits,9.4,-9.4,-1.6,571.428571428572,-228.767123287671,18.8,300,12.8065395095368,Summer,12.22366710013
2023-08-01 00:00:00,2023,Fresh fruits,2.3,-1.2,0.1,-87.2340425531915,-85,3.5,391.666666666667,2.24719101123596,Summer,1.56046814044213
2023-08-01 00:00:00,2023,Fresh fruits,7.2,-7.5,0.2,525,-196.153846153846,14.7,296,14.0449438202247,Summer,9.75292587776333
2023-09-01 00:00:00,2023,Fresh fruits,1.6,-0.6,0.3,-92,-92,2.2,466.666666666667,1.45278450363196,Fall,0.748129675810474
2023-09-01 00:00:00,2023,Fresh fruits,8.5,-7.1,0.1,1083.33333333333,-2.73972602739726,15.6,319.718309859155,17.1912832929782,Fall,8.85286783042394
2023-10-01 00:00:00,2023,Fresh fruits,1.3,-0.1,0.5,-98.5915492957747,-98.1818181818182,1.4,1500,0.813008130081301,Fall,0.124688279301746
2023-10-01 00:00:00,2023,Fresh fruits,8,-6,0.6,5900,53.8461538461539,14,333.333333333333,48.7804878048781,Fall,7.48129675810474
2023-11-01 00:00:00,2023,Fresh fruits,1.2,0.4,0.7,-106.666666666667,-109.302325581395,0.8,-100,-1.50375939849624,Fall,-0.498753117206983
2023-11-01 00:00:00,2023,Fresh fruits,8,-5.5,1,-1475,83.3333333333333,13.5,345.454545454545,20.6766917293233,Fall,6.85785536159601
2023-12-01 00:00:00,2023,Fresh fruits,7.8,-4.6,1,-16.3636363636364,142.105263157895,12.4,369.565217391304,5.08849557522124,Winter,-287.499999999999
2024-01-01 00:00:00,2024,Fresh fruits,7.1,-3.1,1.5,-32.6086956521739,63.1578947368421,10.2,429.032258064516,4.91283676703645,Winter,1.64718384697131
2024-02-01 00:00:00,2024,Fresh fruits,6.4,-3.2,0.7,3.2258064516129,128.571428571429,9.6,400,6.286836935167,Winter,1.70031880977683
2024-03-01 00:00:00,2024,Fresh fruits,5,-3,0.4,-6.25,-68.0851063829787,8,366.666666666667,7.8125,Spring,3.50877192982456
2024-04-01 00:00:00,2024,Fresh fruits,4,-2.6,0.3,-13.3333333333333,116.666666666667,6.6,353.846153846154,8.99653979238754,Spring,3.04093567251462
2024-05-01 00:00:00,2024,Fresh fruits,3.3,-1.9,0.5,-26.9230769230769,-74.6666666666667,5.2,373.684210526316,10.4395604395604,Spring,2.22222222222222
2024-06-01 00:00:00,2024,Fresh fruits,3.1,-2.8,-0.8,47.3684210526316,366.666666666667,5.9,310.714285714286,24.7787610619469,Summer,0.998929718159115
2024-07-01 00:00:00,2024,Fresh fruits,1.2,-2.2,-0.6,-21.4285714285714,-69.0140845070423,3.4,254.545454545455,1.541695865452,Summer,0.784873349982162
2024-07-01 00:00:00,2024,Fresh fruits,7.3,-8.9,-2,304.545454545455,8800,16.2,282.022471910112,6.23686054660126,Summer,3.17516946129147
2024-08-01 00:00:00,2024,Fresh fruits,1.1,-1.9,-0.7,-78.6516853932584,-68.3333333333333,3,257.894736842105,1.50435471100554,Summer,0.677845165893685
2024-08-01 00:00:00,2024,Fresh fruits,5.6,-7.2,-0.4,278.947368421053,-1900,12.8,277.777777777778,5.70071258907363,Summer,2.56867641812344
2024-09-01 00:00:00,2024,Fresh fruits,0.5,-0.8,0.1,-88.8888888888889,-85.4545454545455,1.3,262.5,0.856531049250535,Fall,0.34980323567993
2024-09-01 00:00:00,2024,Fresh fruits,6.7,-5.7,0.8,612.5,23.9130434782609,12.4,317.543859649123,6.10278372591006,Fall,2.4923480542195
2024-10-01 00:00:00,2024,Fresh fruits,1,-0.1,0.5,-98.2456140350877,-96.7741935483871,1.1,1200,0.130208333333333,Fall,0.0437254044599913
2024-10-01 00:00:00,2024,Fresh fruits,7.8,-4.4,1.7,4300,37.5,12.2,377.272727272727,5.72916666666667,Fall,1.92391779623962
2024-11-01 00:00:00,2024,Fresh fruits,1.1,0.3,0.6,-106.818181818182,-110,0.8,-166.666666666667,-0.512820512820513,Fall,-0.131176213379974
2024-11-01 00:00:00,2024,Fresh fruits,8.4,-4.2,1.7,-1500,61.5384615384615,12.6,400,7.17948717948718,Fall,1.83646698731963
2024-12-01 00:00:00,2024,Fresh fruits,7.9,-4.4,0.7,4.76190476190477,131.578947368421,12.3,379.545454545455,5.92991913746631,Winter,2.33793836344315
2025-01-01 00:00:00,2025,Fresh fruits,6.3,-2.9,2.4,-34.0909090909091,3.57142857142858,9.2,417.241379310345,9.20634920634921,Winter,9.20634920634921
2002-07-01 00:00:00,2002,Fresh fruits and vegetables,8.3,-1.8,4.1,,,10.1,661.111111111111,1.49875104079933,Summer,0.744724865535788
2002-08-01 00:00:00,2002,Fresh fruits and vegetables,10.2,-17.3,-0.1,861.111111111111,,27.5,258.959537572254,14.2269736842105,Summer,7.15763342987174
2002-09-01 00:00:00,2002,Fresh fruits and vegetables,20.9,-18.2,-1.9,5.2023121387283,,39.1,314.835164835165,15.4237288135593,Fall,5.80727504786216
2002-10-01 00:00:00,2002,Fresh fruits and vegetables,17.3,-16.5,-1,-9.34065934065934,,33.8,304.848484848485,14.9051490514905,Fall,5.26483726866624
2002-11-01 00:00:00,2002,Fresh fruits and vegetables,17.1,-1.9,3.6,-88.4848484848485,,19,1100,2.24321133412043,Fall,0.606253988513082
2002-12-01 00:00:00,2002,Fresh fruits and vegetables,9.4,-9.8,2.2,415.789473684211,,19.2,295.918367346939,11.8072289156627,Winter,11.8072289156627
2003-01-01 00:00:00,2003,Fresh fruits and vegetables,16.4,-7.2,3.6,-26.530612244898,,23.6,427.777777777778,10.1408450704225,Winter,7.28008088978766
2003-02-01 00:00:00,2003,Fresh fruits and vegetables,16.1,-7.9,1.3,9.72222222222223,,24,403.79746835443,17.752808988764,Winter,7.98786653185035
2003-03-01 00:00:00,2003,Fresh fruits and vegetables,11.8,-6.6,1.6,-16.4556962025317,,18.4,378.787878787879,18.6968838526912,Spring,8.13810110974106
2003-04-01 00:00:00,2003,Fresh fruits and vegetables,10.5,-5.9,0.9,-10.6060606060606,,16.4,377.966101694915,20.2054794520548,Spring,7.27496917385943
2003-05-01 00:00:00,2003,Fresh fruits and vegetables,8.5,-3.6,2.2,-38.9830508474576,,12.1,436.111111111111,21.6867469879518,Spring,4.43896424167694
2003-06-01 00:00:00,2003,Fresh fruits and vegetables,8.6,-2,2.6,-44.4444444444444,,10.6,630,-80,Summer,1.19617224880383
2003-07-01 00:00:00,2003,Fresh fruits and vegetables,7.7,-1.3,2.3,-35,-27.7777777777778,9,792.307692307692,1.30522088353414,Summer,0.777511961722488
2003-07-01 00:00:00,2003,Fresh fruits and vegetables,20.7,-13.5,3.8,938.461538461539,-21.9653179190751,34.2,353.333333333333,13.5542168674699,Summer,8.07416267942584
2003-08-01 00:00:00,2003,Fresh fruits and vegetables,6.3,-0.8,1.9,-94.0740740740741,-95.6043956043956,7.1,987.5,1.14122681883024,Summer,0.478468899521531
2003-08-01 00:00:00,2003,Fresh fruits and vegetables,24.6,-14.5,1.3,1712.5,-12.1212121212121,39.1,369.655172413793,20.6847360912981,Summer,8.67224880382775
2003-09-01 00:00:00,2003,Fresh fruits and vegetables,4.8,0.1,2,-100.689655172414,-105.263157894737,4.7,-4600,-0.161290322580645,Fall,-0.245700245700246
2003-09-01 00:00:00,2003,Fresh fruits and vegetables,20.3,-15.7,-0.8,-15800,60.2040816326531,36,329.299363057325,25.3225806451613,Fall,38.5749385749385
2003-10-01 00:00:00,2003,Fresh fruits and vegetables,3.9,1.1,2.2,-107.006369426752,-115.277777777778,2.8,-154.545454545455,-7.38255033557047,Fall,-2.7027027027027
2003-10-01 00:00:00,2003,Fresh fruits and vegetables,16.5,-13.2,1.1,-1300,67.0886075949367,29.7,325,88.5906040268456,Fall,32.4324324324324
2003-11-01 00:00:00,2003,Fresh fruits and vegetables,3.4,1.9,2.4,-114.393939393939,-128.787878787879,1.5,21.0526315789474,5.24861878453039,Fall,-4.66830466830467
2003-11-01 00:00:00,2003,Fresh fruits and vegetables,17.6,-11.6,1.4,-710.526315789474,96.6101694915254,29.2,351.724137931035,-32.0441988950276,Fall,28.5012285012285
2003-12-01 00:00:00,2003,Fresh fruits and vegetables,16.1,-0.7,4.6,-93.9655172413793,-80.5555555555556,16.8,2500,-4.21686746987952,Winter,0.707785642062689
2004-01-01 00:00:00,2004,Fresh fruits and vegetables,10.2,-0.6,4.3,-14.2857142857143,-70,10.8,1900,-4.76190476190476,Winter,3.87096774193549
2004-02-01 00:00:00,2004,Fresh fruits and vegetables,9.3,-0.8,3.7,33.3333333333334,-38.4615384615385,10.1,1362.5,-5.47945205479452,Winter,5.16129032258065
2004-03-01 00:00:00,2004,Fresh fruits and vegetables,8.3,-0.4,3.7,-50,-97.037037037037,8.7,2275,-1.68067226890756,Spring,-0.384245917387128
2004-04-01 00:00:00,2004,Fresh fruits and vegetables,7.9,-0.4,3.3,0,-50,8.3,2175,-1.41342756183746,Spring,-0.384245917387128
2004-05-01 00:00:00,2004,Fresh fruits and vegetables,7.2,0.3,3.6,-175,-102.068965517241,6.9,-2200,0.576923076923077,Spring,0.288184438040346
2004-06-01 00:00:00,2004,Fresh fruits and vegetables,7,-0.3,2.5,-200,-400,7.3,2533.33333333333,-0.539568345323741,Summer,3.2967032967033
2004-07-01 00:00:00,2004,Fresh fruits and vegetables,5.4,-0.6,1.8,100,-96.1783439490446,6,1100,1.5748031496063,Summer,6.5934065934066
2004-07-01 00:00:00,2004,Fresh fruits and vegetables,8.9,-2,4.2,233.333333333333,-281.818181818182,10.9,645,5.249343832021,Summer,21.978021978022
2004-08-01 00:00:00,2004,Fresh fruits and vegetables,4.3,-0.6,1.3,-70,-95.4545454545455,4.9,916.666666666667,2.25563909774436,Summer,6.5934065934066
2004-08-01 00:00:00,2004,Fresh fruits and vegetables,10.8,-2.4,3.7,300,-226.315789473684,13.2,650,9.02255639097744,Summer,26.3736263736264
2004-09-01 00:00:00,2004,Fresh fruits and vegetables,3.3,-0.2,1.2,-91.6666666666667,-98.2758620689655,3.5,1850,0.904977375565611,Fall,-7.69230769230772
2004-09-01 00:00:00,2004,Fresh fruits and vegetables,10.3,-3,3,1400,328.571428571429,13.3,543.333333333333,13.5746606334842,Fall,-115.384615384616
2004-10-01 00:00:00,2004,Fresh fruits and vegetables,2.8,1.5,2.5,-150,-350,1.3,13.3333333333333,51.7241379310345,Fall,57.6923076923079
2004-10-01 00:00:00,2004,Fresh fruits and vegetables,9.2,-1.1,4.6,-173.333333333333,37.5,10.3,1036.36363636364,-37.9310344827587,Fall,-42.3076923076924
2004-11-01 00:00:00,2004,Fresh fruits and vegetables,3.6,2.7,3.2,-345.454545454545,-775,0.9,66.6666666666667,12.3853211009174,Fall,103.846153846154
2004-11-01 00:00:00,2004,Fresh fruits and vegetables,10.9,-1.1,4.6,-140.740740740741,175,12,1190.90909090909,-5.04587155963303,Fall,-42.3076923076924
2004-12-01 00:00:00,2004,Fresh fruits and vegetables,10.6,0.9,5.5,-181.818181818182,200,9.7,-977.777777777778,-2.10772833723653,Winter,-5.80645161290323
2005-01-01 00:00:00,2005,Fresh fruits and vegetables,10.4,0.7,4.9,-22.2222222222222,-333.333333333333,9.7,-1285.71428571429,-1.96629213483146,Winter,-0.618374558303887
2005-02-01 00:00:00,2005,Fresh fruits and vegetables,9.2,0.2,4.1,-71.4285714285714,-133.333333333333,9,-4400,-0.613496932515337,Winter,-0.176678445229682
2005-03-01 00:00:00,2005,Fresh fruits and vegetables,8,0.3,3.9,50,-115,7.7,-2466.66666666667,-0.970873786407767,Spring,-0.628930817610063
2005-04-01 00:00:00,2005,Fresh fruits and vegetables,7.4,1.1,4.2,266.666666666667,-283.333333333333,6.3,-472.727272727273,-7.58620689655173,Spring,-2.30607966457023
2005-05-01 00:00:00,2005,Fresh fruits and vegetables,7.6,1.7,4.6,54.5454545454545,-170.833333333333,5.9,-247.058823529412,-73.9130434782608,Spring,-3.56394129979036
2005-06-01 00:00:00,2005,Fresh fruits and vegetables,7.5,1.2,3.6,-29.4117647058824,-700,6.3,-425,-17.910447761194,Summer,-0.681044267877412
2005-07-01 00:00:00,2005,Fresh fruits and vegetables,6.2,1.7,3.8,41.6666666666667,-156.666666666667,4.5,-164.705882352941,-1.83982683982684,Summer,-0.964812712826334
2005-07-01 00:00:00,2005,Fresh fruits and vegetables,8.1,-0.8,4.4,-147.058823529412,-153.333333333333,8.9,1212.5,0.865800865800866,Summer,0.454029511918275
2005-08-01 00:00:00,2005,Fresh fruits and vegetables,6,1.4,3.1,-275,-227.272727272727,4.6,-228.571428571429,-1.81582360570687,Summer,-0.794551645856981
2005-08-01 00:00:00,2005,Fresh fruits and vegetables,9.8,-1.1,3.9,-178.571428571429,-140.740740740741,10.9,1090.90909090909,1.42671854734112,Summer,0.624290578887628
2005-09-01 00:00:00,2005,Fresh fruits and vegetables,5,1.9,3.2,-272.727272727273,-272.727272727273,3.1,-63.1578947368421,-3.06451612903226,Fall,-1.38888888888889
2005-09-01 00:00:00,2005,Fresh fruits and vegetables,9.2,-1.5,3.4,-178.947368421053,-266.666666666667,10.7,813.333333333333,2.41935483870968,Fall,1.09649122807018
2005-10-01 00:00:00,2005,Fresh fruits and vegetables,4.7,2.6,3.6,-273.333333333333,271.428571428572,2.1,19.2307692307692,-5.82959641255605,Fall,-1.90058479532164
2005-10-01 00:00:00,2005,Fresh fruits and vegetables,8.4,-0.6,4.2,-123.076923076923,-400,9,1600,1.34529147982063,Fall,0.43859649122807
2005-11-01 00:00:00,2005,Fresh fruits and vegetables,4.6,3.1,3.6,-616.666666666667,933.333333333333,1.5,51.6129032258065,-10.2649006622517,Fall,-2.26608187134503
2005-11-01 00:00:00,2005,Fresh fruits and vegetables,9.3,-0.6,4.1,-119.354838709677,-154.545454545455,9.9,1750,1.98675496688742,Fall,0.43859649122807
2005-12-01 00:00:00,2005,Fresh fruits and vegetables,8.9,0.5,4.8,-183.333333333333,-70.5882352941176,8.4,-1580,-1.11111111111111,Winter,-0.441696113074205
2006-01-01 00:00:00,2006,Fresh fruits and vegetables,9.4,1.9,6.2,280,58.3333333333333,7.5,-294.736842105263,-9.26829268292683,Winter,-2.02127659574468
2006-02-01 00:00:00,2006,Fresh fruits and vegetables,10.5,1.7,5.7,-10.5263157894737,0,8.8,-417.647058823529,-7.94392523364486,Winter,-1.80851063829787
2006-03-01 00:00:00,2006,Fresh fruits and vegetables,9.6,1.9,5.3,11.7647058823529,-337.5,7.7,-305.263157894737,-13.6690647482014,Spring,-5.23415977961433
2006-04-01 00:00:00,2006,Fresh fruits and vegetables,8.8,2.1,5.1,10.5263157894737,50,6.7,-219.047619047619,-15.2173913043478,Spring,-5.78512396694215
2006-05-01 00:00:00,2006,Fresh fruits and vegetables,8.3,2.2,4.9,4.76190476190477,-300,6.1,-177.272727272727,-25.5813953488372,Spring,-6.06060606060606
2006-06-01 00:00:00,2006,Fresh fruits and vegetables,7.7,2.3,4.6,4.54545454545452,21.0526315789474,5.4,-134.782608695652,88.4615384615384,Summer,-1.36986301369863
2006-07-01 00:00:00,2006,Fresh fruits and vegetables,7.1,2.4,4.5,4.34782608695652,-260,4.7,-95.8333333333333,-2.42424242424242,Summer,-1.42942227516379
2006-07-01 00:00:00,2006,Fresh fruits and vegetables,7.3,-1.1,3.8,-145.833333333333,-142.307692307692,8.4,863.636363636364,1.11111111111111,Summer,0.655151876116736
2006-08-01 00:00:00,2006,Fresh fruits and vegetables,6.6,2.6,4.3,-336.363636363636,-533.333333333333,4,-53.8461538461538,-3.63636363636364,Summer,-1.5485407980941
2006-08-01 00:00:00,2006,Fresh fruits and vegetables,8.8,-1.3,3.4,-150,-141.935483870968,10.1,876.923076923077,1.81818181818182,Summer,0.774270399047052
2006-09-01 00:00:00,2006,Fresh fruits and vegetables,6,3.8,5.1,-392.307692307692,-733.333333333333,2.2,42.1052631578947,-7.67676767676768,Fall,-3.95421436004162
2006-09-01 00:00:00,2006,Fresh fruits and vegetables,8.3,-1.5,3.1,-139.473684210526,-400,9.8,753.333333333333,3.03030303030303,Fall,1.56087408949012
2006-10-01 00:00:00,2006,Fresh fruits and vegetables,6.5,4.5,5.4,-400,136.842105263158,2,55.5555555555556,-15.7894736842105,Fall,-4.68262226847034
2006-10-01 00:00:00,2006,Fresh fruits and vegetables,7.9,-0.9,3.6,-120,-152.941176470588,8.8,1077.77777777778,3.15789473684211,Fall,0.936524453694069
2006-11-01 00:00:00,2006,Fresh fruits and vegetables,6.4,4.7,5.2,-622.222222222222,147.368421052632,1.7,63.8297872340426,-25.9668508287293,Fall,-4.89073881373569
2006-11-01 00:00:00,2006,Fresh fruits and vegetables,8.5,-1.1,3.3,-123.404255319149,-152.380952380952,9.6,972.727272727273,6.07734806629834,Fall,1.14464099895942
2006-12-01 00:00:00,2006,Fresh fruits and vegetables,7.9,-8.2,1.9,645.454545454545,-472.727272727273,16.1,296.341463414634,15.7389635316699,Winter,8.72340425531915
2007-01-01 00:00:00,2007,Fresh fruits and vegetables,13.5,0.6,4,-107.317073170732,-73.9130434782609,12.9,-2050,-3.77358490566038,Winter,-2.58620689655172
2007-02-01 00:00:00,2007,Fresh fruits and vegetables,7.5,1.7,5,183.333333333333,-29.1666666666667,5.8,-241.176470588235,16.6666666666667,Winter,-7.32758620689655
2007-03-01 00:00:00,2007,Fresh fruits and vegetables,8.3,1.7,4.7,0,-254.545454545455,6.6,-288.235294117647,6.99588477366255,Spring,1.66994106090373
2007-04-01 00:00:00,2007,Fresh fruits and vegetables,7.7,2.2,4.9,29.4117647058824,-15.3846153846154,5.5,-150,7.23684210526316,Spring,2.16110019646365
2007-05-01 00:00:00,2007,Fresh fruits and vegetables,7.7,0.1,5.1,-95.4545454545455,-107.692307692308,7.6,-7500,0.212314225053079,Spring,0.0982318271119843
2007-06-01 00:00:00,2007,Fresh fruits and vegetables,10.5,2.2,4.3,2100,-42.1052631578947,8.3,-277.272727272727,3.93559928443649,Summer,22
2007-07-01 00:00:00,2007,Fresh fruits and vegetables,6.5,1.9,3.8,-13.6363636363637,-226.666666666667,4.6,-142.105263157895,-6.98529411764706,Summer,19
2007-07-01 00:00:00,2007,Fresh fruits and vegetables,5.8,-0.9,3,-147.368421052632,-120,6.7,844.444444444445,3.30882352941177,Summer,-9
2007-08-01 00:00:00,2007,Fresh fruits and vegetables,5.7,-0.5,1.7,-44.4444444444444,-44.4444444444444,6.2,1340,2.67379679144385,Summer,-5
2007-08-01 00:00:00,2007,Fresh fruits and vegetables,7,-14.8,-1.7,2860,-414.893617021277,21.8,247.297297297297,79.144385026738,Summer,-148
2007-09-01 00:00:00,2007,Fresh fruits and vegetables,4,1.1,2.7,-107.432432432432,-200,2.9,-163.636363636364,19.6428571428571,Fall,1.07108081791626
2007-09-01 00:00:00,2007,Fresh fruits and vegetables,13.6,-14.1,-1.5,-1381.81818181818,71.9512195121951,27.7,296.45390070922,-251.785714285714,Fall,-13.7293086660175
2007-10-01 00:00:00,2007,Fresh fruits and vegetables,4.3,2.5,3.4,-117.730496453901,316.666666666667,1.8,28,6.49350649350649,Fall,2.43427458617332
2007-10-01 00:00:00,2007,Fresh fruits and vegetables,12.8,-0.5,3.1,-120,-129.411764705882,13.3,2760,-1.2987012987013,Fall,-0.486854917234664
2007-11-01 00:00:00,2007,Fresh fruits and vegetables,4.3,3.3,3.7,-760,94.1176470588235,1,69.6969696969697,5.63139931740614,Fall,3.21324245374878
2007-11-01 00:00:00,2007,Fresh fruits and vegetables,6.9,-0.3,3.2,-109.090909090909,-113.636363636364,7.2,2500,-0.511945392491468,Fall,-0.292112950340798
2007-12-01 00:00:00,2007,Fresh fruits and vegetables,7,-0.2,2.7,-33.3333333333333,-300,7.2,3700,1.14285714285714,Winter,0.862068965517241
2008-01-01 00:00:00,2008,Fresh fruits and vegetables,5.6,1.1,3.9,-650,-50,4.5,-309.090909090909,8.2089552238806,Winter,6.43274853801169
2008-02-01 00:00:00,2008,Fresh fruits and vegetables,6.9,0.9,3.5,-18.1818181818182,-52.6315789473684,6,-566.666666666667,4.14746543778802,Winter,5.26315789473684
2008-03-01 00:00:00,2008,Fresh fruits and vegetables,6.1,1,3.5,11.1111111111111,-211.111111111111,5.1,-410,3.53356890459364,Spring,0.733675715333823
2008-04-01 00:00:00,2008,Fresh fruits and vegetables,5.9,1.4,3.7,40,-380,4.5,-221.428571428571,2.86885245901639,Spring,1.02714600146735
2008-05-01 00:00:00,2008,Fresh fruits and vegetables,6.1,1.8,4,28.5714285714286,-112.162162162162,4.3,-138.888888888889,3.04054054054054,Spring,1.32061628760088
2008-06-01 00:00:00,2008,Fresh fruits and vegetables,6.2,2.4,4.3,33.3333333333333,118.181818181818,3.8,-58.3333333333334,3.27868852459016,Summer,1.5
2008-07-01 00:00:00,2008,Fresh fruits and vegetables,6.3,2.8,4.5,16.6666666666667,-119.858156028369,3.5,-25,9.82456140350877,Summer,1.75
2008-07-01 00:00:00,2008,Fresh fruits and vegetables,5,-1,2.4,-135.714285714286,-140,6,700,-3.50877192982456,Summer,-0.625
2008-08-01 00:00:00,2008,Fresh fruits and vegetables,6.2,3.5,4.9,-450,-800,2.7,22.8571428571429,6.00343053173242,Summer,2.1875
2008-08-01 00:00:00,2008,Fresh fruits and vegetables,5.9,-0.9,2.4,-125.714285714286,-127.272727272727,6.8,855.555555555556,-1.54373927958834,Summer,-0.5625
2008-09-01 00:00:00,2008,Fresh fruits and vegetables,6.4,4.1,5.2,-555.555555555556,-1466.66666666667,2.3,43.9024390243902,4.88676996424315,Fall,1.42212972597988
2008-09-01 00:00:00,2008,Fresh fruits and vegetables,5.8,-1.4,1.9,-134.146341463415,600,7.2,614.285714285714,-1.66865315852205,Fall,-0.485605272285813
2008-10-01 00:00:00,2008,Fresh fruits and vegetables,6.4,4.5,5.2,-421.428571428571,309.090909090909,1.9,57.7777777777778,4.3859649122807,Fall,1.56087408949012
2008-10-01 00:00:00,2008,Fresh fruits and vegetables,5.3,-1,2.2,-122.222222222222,-211.111111111111,6.3,730,-0.974658869395712,Fall,-0.346860908775581
2008-11-01 00:00:00,2008,Fresh fruits and vegetables,6.1,4.8,5.2,-580,380,1.3,72.9166666666667,4.71512770137525,Fall,1.66493236212279
2008-11-01 00:00:00,2008,Fresh fruits and vegetables,5.7,-0.9,2.3,-118.75,-164.285714285714,6.6,833.333333333333,-0.884086444007859,Fall,-0.312174817898023
2008-12-01 00:00:00,2008,Fresh fruits and vegetables,5.6,-0.7,2.4,-22.2222222222222,-138.888888888889,6.3,1000,3.88888888888889,Winter,-4.09356725146199
2009-01-01 00:00:00,2009,Fresh fruits and vegetables,5.6,-0.6,2.2,-14.2857142857143,-125,6.2,1133.33333333333,16.6666666666667,Winter,0.508474576271186
2009-02-01 00:00:00,2009,Fresh fruits and vegetables,5.1,-1.1,1.5,83.3333333333333,-139.285714285714,6.2,663.636363636364,8.87096774193549,Winter,0.932203389830508
2009-03-01 00:00:00,2009,Fresh fruits and vegetables,4.1,-1.8,0.6,63.6363636363636,80,5.9,427.777777777778,8.1447963800905,Spring,2.25563909774436
2009-04-01 00:00:00,2009,Fresh fruits and vegetables,3,-2.1,0.1,16.6666666666667,-160,5.1,342.857142857143,8.17120622568093,Spring,2.63157894736842
2009-05-01 00:00:00,2009,Fresh fruits and vegetables,2.4,-2.6,-0.6,23.8095238095238,188.888888888889,5,292.307692307692,8.125,Spring,3.25814536340852
2009-06-01 00:00:00,2009,Fresh fruits and vegetables,1.4,-3.2,-1.4,23.0769230769231,-178.048780487805,4.6,243.75,10.6666666666667,Summer,0.891364902506964
2009-07-01 00:00:00,2009,Fresh fruits and vegetables,0.4,-7.2,-4.8,125,414.285714285714,7.6,205.555555555556,4.06320541760722,Summer,2.00557103064067
2009-07-01 00:00:00,2009,Fresh fruits and vegetables,7.4,-11.5,1.1,59.7222222222222,-355.555555555556,18.9,264.347826086957,6.48984198645598,Summer,3.2033426183844
2009-08-01 00:00:00,2009,Fresh fruits and vegetables,-2.2,-7,-5.3,-39.1304347826087,600,4.8,168.571428571429,4.61133069828722,Summer,1.94986072423398
2009-08-01 00:00:00,2009,Fresh fruits and vegetables,15.4,-11.7,-1,67.1428571428571,-343.75,27.1,331.623931623932,7.70750988142292,Summer,3.25905292479109
2009-09-01 00:00:00,2009,Fresh fruits and vegetables,-3.4,-6.5,-5.3,-44.4444444444444,622.222222222222,3.1,147.692307692308,4.27350427350427,Fall,1.55131264916468
2009-09-01 00:00:00,2009,Fresh fruits and vegetables,11.2,-12.6,-2.4,93.8461538461538,1700,23.8,288.888888888889,8.28402366863905,Fall,3.00715990453461
2009-10-01 00:00:00,2009,Fresh fruits and vegetables,-4,-5.8,-5.1,-53.968253968254,866.666666666667,1.8,131.034482758621,4.16367552045944,Fall,1.38424821002387
2009-10-01 00:00:00,2009,Fresh fruits and vegetables,8.7,-10.8,-1.1,86.2068965517242,881.818181818182,19.5,280.555555555556,7.75305096913137,Fall,2.57756563245824
2009-11-01 00:00:00,2009,Fresh fruits and vegetables,-4.2,-5.3,-4.9,-50.9259259259259,194.444444444444,1.1,120.754716981132,4.15360501567398,Fall,1.26491646778043
2009-11-01 00:00:00,2009,Fresh fruits and vegetables,9.5,-9.6,-0.8,81.1320754716981,357.142857142857,19.1,298.958333333333,7.52351097178683,Fall,2.29116945107399
2009-12-01 00:00:00,2009,Fresh fruits and vegetables,8.8,-7.7,0.8,-19.7916666666667,196.153846153846,16.5,314.285714285714,7.54901960784314,Winter,6.52542372881356
2010-01-01 00:00:00,2010,Fresh fruits and vegetables,10.3,-4.7,3,-38.961038961039,46.875,15,419.148936170213,21.1711711711712,Winter,4.82051282051282
2010-02-01 00:00:00,2010,Fresh fruits and vegetables,11.5,-5.4,1.2,14.8936170212766,-25,16.9,412.962962962963,22.2222222222222,Winter,5.53846153846154
2010-03-01 00:00:00,2010,Fresh fruits and vegetables,8.5,-2.3,3.8,-57.4074074074074,-80,10.8,569.565217391304,17.5572519083969,Spring,9.87124463519313
2010-04-01 00:00:00,2010,Fresh fruits and vegetables,10.1,-1.6,3.4,-30.4347826086956,-77.1428571428571,11.7,831.25,22.5352112676056,Spring,6.86695278969957
2010-05-01 00:00:00,2010,Fresh fruits and vegetables,8.9,-1.4,2.8,-12.5,-88.034188034188,10.3,835.714285714286,45.1612903225806,Spring,6.00858369098712
2010-06-01 00:00:00,2010,Fresh fruits and vegetables,7.2,-2.3,1,64.2857142857143,-64.6153846153846,9.5,513.04347826087,-1149.99999999999,Summer,1.2227538543328
2010-07-01 00:00:00,2010,Fresh fruits and vegetables,4.4,-2.9,-0.4,26.0869565217391,-76.984126984127,7.3,351.724137931035,2.51736111111111,Summer,1.54173312068049
2010-07-01 00:00:00,2010,Fresh fruits and vegetables,12.3,-12.5,-0.4,331.034482758621,115.51724137931,24.8,298.4,10.8506944444445,Summer,6.64540138224349
2010-08-01 00:00:00,2010,Fresh fruits and vegetables,2.3,-2.3,-0.4,-81.6,-78.7037037037037,4.6,300,3.14637482900137,Summer,1.2227538543328
