Date,Year,Category,Lower,Mid,Upper
2013-10-01,2013,Farm-level wheat,-36.1,-6.8,38.0
2013-10-01,2013,Wholesale beef,-2.5,-0.3,2.2
2013-10-01,2013,Wholesale beef,-13.9,0.4,17.6
2013-10-01,2013,Wholesale dairy,1.3,2.9,4.6
2013-10-01,2013,Wholesale dairy,-15.2,1.6,21.9
2013-10-01,2013,Wholesale fats and oils,-7.9,-6.1,-4.1
2013-10-01,2013,Wholesale fats and oils,-26.5,-5.5,22.3
2013-10-01,2013,Wholesale pork,1.9,4.2,6.8
2013-10-01,2013,Wholesale pork,-13.1,5.3,27.6
2013-10-01,2013,Wholesale poultry,2.9,4.2,5.7
2013-10-01,2013,Wholesale poultry,-12.1,0.2,14.6
2013-10-01,2013,Wholesale wheat flour,-2.5,-0.4,2.0
2013-10-01,2013,Wholesale wheat flour,-18.8,-0.8,20.5
2013-11-01,2013,Farm-level cattle,0.0,1.7,3.7
2013-11-01,2013,Farm-level cattle,-17.4,5.8,35.8
2013-11-01,2013,Farm-level eggs,0.2,4.7,10.9
2013-11-01,2013,Farm-level eggs,-38.1,7.7,92.5
2013-11-01,2013,Farm-level fruits,-0.7,1.9,5.0
2013-11-01,2013,Farm-level fruits,-22.6,5.1,43.3
2013-11-01,2013,Farm-level milk,5.4,7.3,9.7
2013-11-01,2013,Farm-level milk,-26.2,5.1,50.7
2013-11-01,2013,Farm-level soybeans,-4.8,-2.2,0.9
2013-11-01,2013,Farm-level soybeans,-40.4,-9.6,40.2
2013-11-01,2013,Farm-level vegetables,21.5,26.2,32.0
2013-11-01,2013,Farm-level vegetables,-22.3,-6.6,12.4
2013-11-01,2013,Farm-level wheat,-4.8,-2.4,0.4
2013-11-01,2013,Farm-level wheat,-30.5,-1.0,41.6
2013-11-01,2013,Wholesale beef,-1.6,-0.3,1.2
2013-11-01,2013,Wholesale beef,-13.4,0.0,16.3
2013-11-01,2013,Wholesale dairy,2.5,3.4,4.3
2013-11-01,2013,Wholesale dairy,-11.6,4.2,23.4
2013-11-01,2013,Wholesale fats and oils,-7.5,-6.5,-5.5
2013-11-01,2013,Wholesale fats and oils,-24.0,-4.6,20.3
2013-11-01,2013,Wholesale pork,2.0,3.4,4.9
2013-11-01,2013,Wholesale pork,-14.6,1.9,22.3
2013-11-01,2013,Wholesale poultry,3.4,4.2,5.0
2013-11-01,2013,Wholesale poultry,-12.8,-1.4,11.6
2013-11-01,2013,Wholesale wheat flour,-0.9,0.4,1.9
2013-11-01,2013,Wholesale wheat flour,-17.0,-0.4,19.6
2013-12-01,2013,Farm-level cattle,0.6,1.3,2.1
2013-12-01,2013,Farm-level cattle,-12.3,3.0,21.0
2013-12-01,2013,Farm-level eggs,5.1,7.9,11.6
2013-12-01,2013,Farm-level eggs,-28.2,18.3,98.0
2013-12-01,2013,Farm-level fruits,0.5,1.8,3.3
2013-12-01,2013,Farm-level fruits,-21.3,4.0,37.1
2013-12-01,2013,Farm-level milk,7.5,8.2,9.1
2013-12-01,2013,Farm-level milk,-23.8,7.2,52.0
2013-12-01,2013,Farm-level soybeans,-3.2,-1.9,-0.5
2013-12-01,2013,Farm-level soybeans,-36.9,-6.4,39.1
2013-12-01,2013,Farm-level vegetables,24.7,27.1,30.2
2013-12-01,2013,Farm-level vegetables,-21.0,-5.5,13.2
2013-12-01,2013,Farm-level wheat,-4.0,-3.0,-1.8
2013-12-01,2013,Farm-level wheat,-32.4,-6.4,30.4
2013-12-01,2013,Wholesale beef,-0.8,-0.2,0.4
2013-12-01,2013,Wholesale beef,-12.4,0.3,15.2
2013-12-01,2013,Wholesale dairy,3.2,3.5,3.9
2013-12-01,2013,Wholesale dairy,-11.9,2.3,19.1
2013-12-01,2013,Wholesale fats and oils,-7.1,-6.7,-6.3
2013-12-01,2013,Wholesale fats and oils,-22.4,-5.2,16.8
2013-12-01,2013,Wholesale pork,3.3,4.0,4.7
2013-12-01,2013,Wholesale pork,-9.5,6.7,26.1
2013-12-01,2013,Wholesale poultry,3.4,3.8,4.1
2013-12-01,2013,Wholesale poultry,-13.5,-3.2,8.5
2013-12-01,2013,Wholesale wheat flour,-0.6,0.0,0.7
2013-12-01,2013,Wholesale wheat flour,-16.5,-1.4,16.3
2014-01-01,2014,Farm-level cattle,-15.2,4.1,28.4
2014-01-01,2014,Farm-level eggs,-18.3,26.2,100.1
2014-01-01,2014,Farm-level fruits,-20.0,2.7,33.9
2014-01-01,2014,Farm-level milk,-18.5,8.5,46.0
2014-01-01,2014,Farm-level soybeans,-34.8,-6.4,36.7
2014-01-01,2014,Farm-level vegetables,-20.0,-5.2,13.1
2014-01-01,2014,Farm-level wheat,-28.9,-4.3,29.4
2014-01-01,2014,Wholesale beef,-9.8,2.2,15.7
2014-01-01,2014,Wholesale dairy,-9.5,4.0,19.9
2014-01-01,2014,Wholesale fats and oils,-22.4,-6.3,13.9
2014-01-01,2014,Wholesale pork,-12.0,1.7,18.2
2014-01-01,2014,Wholesale poultry,-12.5,-3.1,7.7
2014-01-01,2014,Wholesale wheat flour,-16.5,-2.2,14.5
2014-02-01,2014,Farm-level cattle,-5.7,13.0,37.2
2014-02-01,2014,Farm-level eggs,-28.8,3.8,57.0
2014-02-01,2014,Farm-level fruits,-17.5,2.8,29.9
2014-02-01,2014,Farm-level milk,-4.4,23.0,61.6
2014-02-01,2014,Farm-level soybeans,-31.8,-7.5,30.3
2014-02-01,2014,Farm-level vegetables,-17.9,-3.9,13.3
2014-02-01,2014,Farm-level wheat,-28.4,-6.9,21.7
2014-02-01,2014,Wholesale beef,-8.1,2.4,14.5
2014-02-01,2014,Wholesale dairy,-3.0,9.3,24.0
2014-02-01,2014,Wholesale fats and oils,-19.8,-6.0,11.6
2014-02-01,2014,Wholesale pork,-10.9,1.4,16.3
2014-02-01,2014,Wholesale poultry,-11.2,-2.8,6.6
2014-02-01,2014,Wholesale wheat flour,-12.6,0.0,14.9
2014-03-01,2014,Farm-level cattle,-3.0,12.6,33.1
2014-03-01,2014,Farm-level eggs,-21.3,9.3,57.1
2014-03-01,2014,Farm-level fruits,-15.4,2.4,25.8
2014-03-01,2014,Farm-level milk,0.4,24.5,58.3
2014-03-01,2014,Farm-level soybeans,-28.4,-6.7,25.7
2014-03-01,2014,Farm-level vegetables,-16.9,-4.2,11.1
2014-03-01,2014,Farm-level wheat,-24.8,-6.4,18.8
2014-03-01,2014,Wholesale beef,-6.6,2.8,13.7
2014-03-01,2014,Wholesale dairy,0.9,12.2,25.1
2014-03-01,2014,Wholesale fats and oils,-19.3,-7.4,6.7
2014-03-01,2014,Wholesale pork,-8.8,2.0,14.5
2014-03-01,2014,Wholesale poultry,-9.8,-2.8,5.3
2014-03-01,2014,Wholesale wheat flour,-10.2,0.7,13.8
2014-04-01,2014,Farm-level cattle,3.7,18.3,36.6
2014-04-01,2014,Farm-level eggs,-13.8,14.2,58.4
2014-04-01,2014,Farm-level fruits,-17.1,-2.3,16.7
2014-04-01,2014,Farm-level milk,1.8,22.5,49.8
2014-04-01,2014,Farm-level soybeans,-21.7,-2.1,27.1
2014-04-01,2014,Farm-level vegetables,-15.4,-3.7,10.4
2014-04-01,2014,Farm-level wheat,-17.6,-0.2,23.3
2014-04-01,2014,Wholesale beef,-0.9,7.9,18.0
2014-04-01,2014,Wholesale dairy,1.4,10.7,21.5
2014-04-01,2014,Wholesale fats and oils,-18.3,-8.5,3.6
2014-04-01,2014,Wholesale pork,-1.0,9.2,21.2
2014-04-01,2014,Wholesale poultry,-6.1,0.6,8.1
2014-04-01,2014,Wholesale wheat flour,-5.4,4.7,16.3
2014-05-01,2014,Farm-level cattle,4.1,16.2,31.3
2014-05-01,2014,Farm-level eggs,-2.1,24.8,65.2
2014-05-01,2014,Farm-level fruits,-14.0,-1.2,15.2
2014-05-01,2014,Farm-level milk,7.2,25.2,49.1
2014-05-01,2014,Farm-level soybeans,-14.9,3.1,29.1
2014-05-01,2014,Farm-level vegetables,-13.9,-3.4,9.4
2014-05-01,2014,Farm-level wheat,-13.7,1.5,21.5
2014-05-01,2014,Wholesale beef,2.4,10.3,19.5
2014-05-01,2014,Wholesale dairy,5.6,13.8,23.1
2014-05-01,2014,Wholesale fats and oils,-11.6,-2.4,8.4
2014-05-01,2014,Wholesale pork,13.3,26.0,41.7
2014-05-01,2014,Wholesale poultry,-2.7,2.9,9.4
2014-05-01,2014,Wholesale wheat flour,-5.8,2.5,12.4
2014-06-01,2014,Farm-level cattle,6.2,16.2,28.6
2014-06-01,2014,Farm-level eggs,-1.1,20.0,52.3
2014-06-01,2014,Farm-level fruits,-10.8,0.2,13.6
2014-06-01,2014,Farm-level milk,5.0,18.5,36.2
2014-06-01,2014,Farm-level soybeans,-12.6,2.4,23.6
2014-06-01,2014,Farm-level vegetables,-12.7,-3.2,8.2
2014-06-01,2014,Farm-level wheat,-9.4,3.7,20.4
2014-06-01,2014,Wholesale beef,4.6,11.4,19.3
2014-06-01,2014,Wholesale dairy,3.8,10.1,17.2
2014-06-01,2014,Wholesale fats and oils,-11.9,-4.7,3.6
2014-06-01,2014,Wholesale pork,10.3,18.9,28.8
2014-06-01,2014,Wholesale poultry,-0.5,4.2,9.5
2014-06-01,2014,Wholesale wheat flour,-2.9,4.1,12.4
2014-07-01,2014,Farm-level cattle,9.6,17.8,27.7
2014-07-01,2014,Farm-level cattle,-27.0,0.5,38.4
2014-07-01,2014,Farm-level eggs,0.4,17.9,42.8
2014-07-01,2014,Farm-level eggs,-50.2,-5.5,78.8
2014-07-01,2014,Farm-level fruits,-7.7,1.4,12.7
2014-07-01,2014,Farm-level fruits,-32.7,-1.9,44.0
2014-07-01,2014,Farm-level milk,7.4,18.2,31.9
2014-07-01,2014,Farm-level milk,-38.2,-2.7,54.7
2014-07-01,2014,Farm-level soybeans,-11.0,1.2,17.4
2014-07-01,2014,Farm-level soybeans,-47.8,-11.4,55.3
2014-07-01,2014,Farm-level vegetables,-10.2,-1.7,8.7
2014-07-01,2014,Farm-level vegetables,-18.2,-0.5,21.1
2014-07-01,2014,Farm-level wheat,-12.4,-3.1,8.8
2014-07-01,2014,Farm-level wheat,-39.1,-4.1,50.3
2014-07-01,2014,Wholesale beef,8.6,14.7,21.6
2014-07-01,2014,Wholesale beef,-14.6,3.4,24.8
2014-07-01,2014,Wholesale dairy,5.0,9.8,15.4
2014-07-01,2014,Wholesale dairy,-20.7,-1.0,24.0
2014-07-01,2014,Wholesale fats and oils,-10.1,-4.4,2.0
2014-07-01,2014,Wholesale fats and oils,-24.6,1.5,37.4
2014-07-01,2014,Wholesale pork,14.6,21.7,30.0
2014-07-01,2014,Wholesale pork,-19.7,2.5,31.0
2014-07-01,2014,Wholesale poultry,-0.1,3.8,7.9
2014-07-01,2014,Wholesale poultry,-14.7,0.8,18.6
2014-07-01,2014,Wholesale wheat flour,-3.9,1.7,8.1
2014-07-01,2014,Wholesale wheat flour,-20.1,1.1,28.4
2014-08-01,2014,Farm-level cattle,14.6,21.4,29.5
2014-08-01,2014,Farm-level cattle,-22.7,5.1,41.6
2014-08-01,2014,Farm-level eggs,1.7,14.9,33.7
2014-08-01,2014,Farm-level eggs,-46.6,-1.5,81.1
2014-08-01,2014,Farm-level fruits,-5.7,1.6,10.3
2014-08-01,2014,Farm-level fruits,-27.8,3.0,48.2
2014-08-01,2014,Farm-level milk,12.0,20.8,31.9
2014-08-01,2014,Farm-level milk,-38.6,-5.6,47.0
2014-08-01,2014,Farm-level soybeans,-16.9,-8.3,3.5
2014-08-01,2014,Farm-level soybeans,-50.4,-4.9,84.1
2014-08-01,2014,Farm-level vegetables,-10.5,-3.4,5.2
2014-08-01,2014,Farm-level vegetables,-17.5,0.1,21.1
2014-08-01,2014,Farm-level wheat,-13.1,-6.2,2.5
2014-08-01,2014,Farm-level wheat,-37.0,-3.4,48.9
2014-08-01,2014,Wholesale beef,12.7,17.8,23.7
2014-08-01,2014,Wholesale beef,-15.8,1.9,23.4
2014-08-01,2014,Wholesale dairy,7.4,11.2,15.4
2014-08-01,2014,Wholesale dairy,-18.7,0.1,23.1
2014-08-01,2014,Wholesale fats and oils,-10.2,-6.2,-1.7
2014-08-01,2014,Wholesale fats and oils,-25.5,-0.8,32.8
2014-08-01,2014,Wholesale pork,19.6,25.4,32.3
2014-08-01,2014,Wholesale pork,-12.8,10.3,40.3
2014-08-01,2014,Wholesale poultry,2.2,5.2,8.5
2014-08-01,2014,Wholesale poultry,-11.5,3.9,22.0
2014-08-01,2014,Wholesale wheat flour,-2.6,1.8,6.6
2014-08-01,2014,Wholesale wheat flour,-20.0,-0.3,24.3
2014-09-01,2014,Farm-level cattle,15.5,20.5,26.4
2014-09-01,2014,Farm-level cattle,-23.0,2.2,35.7
2014-09-01,2014,Farm-level eggs,1.5,10.9,23.9
2014-09-01,2014,Farm-level eggs,-44.5,-1.4,78.3
2014-09-01,2014,Farm-level fruits,-3.9,1.6,8.1
2014-09-01,2014,Farm-level fruits,-27.5,1.9,43.6
2014-09-01,2014,Farm-level milk,15.6,22.2,30.0
2014-09-01,2014,Farm-level milk,-32.4,0.4,52.3
2014-09-01,2014,Farm-level soybeans,-16.7,-10.9,-3.0
2014-09-01,2014,Farm-level soybeans,-52.3,-12.9,63.2
2014-09-01,2014,Farm-level vegetables,-9.4,-3.4,4.0
2014-09-01,2014,Farm-level vegetables,-17.0,-0.3,20.2
2014-09-01,2014,Farm-level wheat,-12.8,-8.0,-1.8
2014-09-01,2014,Farm-level wheat,-38.4,-8.2,39.5
2014-09-01,2014,Wholesale beef,13.7,17.7,22.1
2014-09-01,2014,Wholesale beef,-13.2,3.8,24.0
2014-09-01,2014,Wholesale dairy,8.8,11.6,14.5
2014-09-01,2014,Wholesale dairy,-15.9,2.2,24.7
2014-09-01,2014,Wholesale fats and oils,-9.1,-6.2,-3.1
2014-09-01,2014,Wholesale fats and oils,-24.9,-1.3,29.3
2014-09-01,2014,Wholesale pork,20.6,24.9,30.0
2014-09-01,2014,Wholesale pork,-13.8,6.9,34.4
2014-09-01,2014,Wholesale poultry,2.4,4.6,6.8
2014-09-01,2014,Wholesale poultry,-11.4,2.5,18.6
2014-09-01,2014,Wholesale wheat flour,-2.7,0.4,3.9
2014-09-01,2014,Wholesale wheat flour,-23.5,-5.8,17.0
2014-10-01,2014,Farm-level cattle,18.9,22.4,26.5
2014-10-01,2014,Farm-level cattle,-18.8,5.9,38.0
2014-10-01,2014,Farm-level eggs,4.3,11.3,20.8
2014-10-01,2014,Farm-level eggs,-41.1,0.3,74.4
2014-10-01,2014,Farm-level fruits,-1.9,2.1,6.8
2014-10-01,2014,Farm-level fruits,-24.2,4.1,43.3
2014-10-01,2014,Farm-level milk,20.5,25.0,30.3
2014-10-01,2014,Farm-level milk,-26.4,7.2,58.1
2014-10-01,2014,Farm-level soybeans,-15.8,-12.0,-7.2
2014-10-01,2014,Farm-level soybeans,-54.1,-19.0,49.5
2014-10-01,2014,Farm-level vegetables,-9.0,-4.3,1.6
2014-10-01,2014,Farm-level vegetables,-18.0,-2.0,17.9
2014-10-01,2014,Farm-level wheat,-9.9,-6.3,-1.9
2014-10-01,2014,Farm-level wheat,-35.7,-6.0,39.5
2014-10-01,2014,Wholesale beef,15.3,18.0,21.2
2014-10-01,2014,Wholesale beef,-11.3,5.1,24.9
2014-10-01,2014,Wholesale dairy,10.9,12.7,14.6
2014-10-01,2014,Wholesale dairy,-12.4,5.2,26.5
2014-10-01,2014,Wholesale fats and oils,-8.3,-6.5,-4.5
2014-10-01,2014,Wholesale fats and oils,-27.2,-6.4,20.9
2014-10-01,2014,Wholesale pork,17.6,20.4,23.5
2014-10-01,2014,Wholesale pork,-18.6,0.1,23.4
2014-10-01,2014,Wholesale poultry,3.0,4.4,5.9
2014-10-01,2014,Wholesale poultry,-10.2,2.9,18.2
2014-10-01,2014,Wholesale wheat flour,0.1,2.3,4.8
2014-10-01,2014,Wholesale wheat flour,-16.4,2.5,25.0
2014-11-01,2014,Farm-level cattle,20.3,22.4,24.7
2014-11-01,2014,Farm-level cattle,-16.0,7.2,37.0
2014-11-01,2014,Farm-level eggs,8.1,12.7,19.0
2014-11-01,2014,Farm-level eggs,-39.7,0.6,71.2
2014-11-01,2014,Farm-level fruits,-0.4,2.1,5.0
2014-11-01,2014,Farm-level fruits,-22.7,4.2,40.9
2014-11-01,2014,Farm-level milk,19.1,21.1,23.5
2014-11-01,2014,Farm-level milk,-32.9,-4.4,37.0
2014-11-01,2014,Farm-level soybeans,-15.5,-13.5,-11.2
2014-11-01,2014,Farm-level soybeans,-55.8,-25.6,29.6
2014-11-01,2014,Farm-level vegetables,-7.1,-3.5,1.0
2014-11-01,2014,Farm-level vegetables,-17.3,-1.2,18.1
2014-11-01,2014,Farm-level wheat,-9.2,-7.0,-4.5
2014-11-01,2014,Farm-level wheat,-34.2,-6.1,34.5
2014-11-01,2014,Wholesale beef,17.3,19.1,21.0
2014-11-01,2014,Wholesale beef,-9.3,6.4,25.9
2014-11-01,2014,Wholesale dairy,11.0,11.9,12.9
2014-11-01,2014,Wholesale dairy,-13.0,2.8,22.0
2014-11-01,2014,Wholesale fats and oils,-7.6,-6.7,-5.6
2014-11-01,2014,Wholesale fats and oils,-23.7,-4.4,20.6
2014-11-01,2014,Wholesale pork,20.0,21.8,23.7
2014-11-01,2014,Wholesale pork,-15.3,2.5,25.1
2014-11-01,2014,Wholesale poultry,3.8,4.6,5.5
2014-11-01,2014,Wholesale poultry,-10.2,2.0,16.0
2014-11-01,2014,Wholesale wheat flour,0.3,1.6,3.1
2014-11-01,2014,Wholesale wheat flour,-18.3,-1.6,18.6
2014-12-01,2014,Farm-level cattle,22.2,23.2,24.2
2014-12-01,2014,Farm-level cattle,-10.4,11.9,40.1
2014-12-01,2014,Farm-level eggs,11.3,13.9,17.3
2014-12-01,2014,Farm-level eggs,-35.0,3.1,65.5
2014-12-01,2014,Farm-level fruits,0.7,1.9,3.4
2014-12-01,2014,Farm-level fruits,-21.6,2.9,34.7
2014-12-01,2014,Farm-level milk,19.7,20.4,21.1
2014-12-01,2014,Farm-level milk,-35.9,-11.9,21.9
2014-12-01,2014,Farm-level soybeans,-13.5,-12.6,-11.5
2014-12-01,2014,Farm-level soybeans,-48.7,-16.6,37.5
2014-12-01,2014,Farm-level vegetables,-4.1,-2.1,0.4
2014-12-01,2014,Farm-level vegetables,-15.5,0.3,19.4
2014-12-01,2014,Farm-level wheat,-7.9,-6.9,-5.7
2014-12-01,2014,Farm-level wheat,-33.3,-7.4,29.0
2014-12-01,2014,Wholesale beef,18.2,19.0,19.8
2014-12-01,2014,Wholesale beef,-8.3,6.4,24.0
2014-12-01,2014,Wholesale dairy,10.9,11.2,11.5
2014-12-01,2014,Wholesale dairy,-18.6,-5.2,10.8
2014-12-01,2014,Wholesale fats and oils,-7.0,-6.6,-6.2
2014-12-01,2014,Wholesale fats and oils,-20.8,-3.4,18.9
2014-12-01,2014,Wholesale pork,19.3,20.0,20.9
2014-12-01,2014,Wholesale pork,-18.8,-2.7,16.9
2014-12-01,2014,Wholesale poultry,4.0,4.3,4.7
2014-12-01,2014,Wholesale poultry,-10.0,1.1,13.6
2014-12-01,2014,Wholesale wheat flour,1.0,1.6,2.3
2014-12-01,2014,Wholesale wheat flour,-16.0,-0.4,17.7
2015-01-01,2015,Farm-level cattle,-13.4,6.5,31.5
2015-01-01,2015,Farm-level eggs,-19.2,25.2,99.5
2015-01-01,2015,Farm-level fruits,-16.3,8.2,42.0
2015-01-01,2015,Farm-level milk,-39.2,-19.0,9.1
2015-01-01,2015,Farm-level soybeans,-44.4,-13.9,37.8
2015-01-01,2015,Farm-level vegetables,-15.9,0.1,20.1
2015-01-01,2015,Farm-level wheat,-27.8,-2.6,31.9
2015-01-01,2015,Wholesale beef,-2.7,9.8,24.0
2015-01-01,2015,Wholesale dairy,-20.4,-8.6,5.6
2015-01-01,2015,Wholesale fats and oils,-20.6,-3.3,19.1
2015-01-01,2015,Wholesale pork,-21.6,-8.1,8.4
2015-01-01,2015,Wholesale poultry,-9.0,0.8,12.1
2015-01-01,2015,Wholesale wheat flour,-13.7,1.4,19.1
2015-02-01,2015,Farm-level cattle,-10.5,7.1,29.8
2015-02-01,2015,Farm-level eggs,-34.1,-4.1,44.7
2015-02-01,2015,Farm-level fruits,-17.4,3.5,31.6
2015-02-01,2015,Farm-level milk,-45.9,-30.0,-7.4
2015-02-01,2015,Farm-level soybeans,-45.6,-21.9,19.2
2015-02-01,2015,Farm-level vegetables,-13.4,3.2,23.9
2015-02-01,2015,Farm-level wheat,-30.7,-9.8,18.3
2015-02-01,2015,Wholesale beef,-0.3,10.9,23.8
2015-02-01,2015,Wholesale dairy,-25.3,-15.7,-4.2
2015-02-01,2015,Wholesale fats and oils,-21.7,-7.8,10.1
2015-02-01,2015,Wholesale pork,-27.2,-15.8,-2.0
2015-02-01,2015,Wholesale poultry,-5.8,3.1,13.1
2015-02-01,2015,Wholesale wheat flour,-18.3,-6.1,8.4
2015-03-01,2015,Farm-level cattle,-9.0,5.6,24.7
2015-03-01,2015,Farm-level eggs,-27.6,0.4,44.1
2015-03-01,2015,Farm-level fruits,-18.0,-0.3,23.1
2015-03-01,2015,Farm-level milk,-40.1,-25.4,-4.8
2015-03-01,2015,Farm-level soybeans,-45.0,-25.0,8.6
2015-03-01,2015,Farm-level vegetables,-13.0,0.5,17.1
2015-03-01,2015,Farm-level wheat,-29.4,-12.0,11.9
2015-03-01,2015,Wholesale beef,-2.3,7.4,18.4
2015-03-01,2015,Wholesale dairy,-22.0,-13.2,-3.3
2015-03-01,2015,Wholesale fats and oils,-18.1,-5.9,8.9
2015-03-01,2015,Wholesale pork,-30.2,-20.9,-9.9
2015-03-01,2015,Wholesale poultry,-5.3,2.1,10.6
2015-03-01,2015,Wholesale wheat flour,-16.2,-5.7,7.1
2015-04-01,2015,Farm-level cattle,-6.5,6.4,22.5
2015-04-01,2015,Farm-level eggs,-20.3,5.5,46.1
2015-04-01,2015,Farm-level fruits,-20.2,-5.6,13.1
2015-04-01,2015,Farm-level milk,-41.2,-29.0,-12.7
2015-04-01,2015,Farm-level soybeans,-39.7,-21.7,7.2
2015-04-01,2015,Farm-level vegetables,-12.2,0.4,15.6
2015-04-01,2015,Farm-level wheat,-28.2,-13.3,7.0
2015-04-01,2015,Wholesale beef,0.4,9.1,18.8
2015-04-01,2015,Wholesale dairy,-21.0,-13.8,-5.4
2015-04-01,2015,Wholesale fats and oils,-15.4,-5.1,7.7
2015-04-01,2015,Wholesale pork,-32.7,-25.2,-16.2
2015-04-01,2015,Wholesale poultry,-7.8,-1.4,5.9
2015-04-01,2015,Wholesale wheat flour,-14.9,-5.6,5.1
2015-05-01,2015,Farm-level cattle,-4.4,6.6,20.2
2015-05-01,2015,Farm-level eggs,-26.6,-7.8,20.3
2015-05-01,2015,Farm-level fruits,-18.8,-6.4,9.5
2015-05-01,2015,Farm-level milk,-40.5,-30.4,-17.0
2015-05-01,2015,Farm-level soybeans,-37.4,-22.2,1.3
2015-05-01,2015,Farm-level vegetables,-10.6,0.5,14.4
2015-05-01,2015,Farm-level wheat,-28.1,-15.8,0.3
2015-05-01,2015,Wholesale beef,2.7,10.3,19.1
2015-05-01,2015,Wholesale dairy,-20.6,-14.5,-7.6
2015-05-01,2015,Wholesale fats and oils,-14.6,-6.1,3.8
2015-05-01,2015,Wholesale pork,-34.0,-27.9,-20.5
2015-05-01,2015,Wholesale poultry,-4.6,0.7,6.7
2015-05-01,2015,Wholesale wheat flour,-14.8,-7.1,2.1
2015-06-01,2015,Farm-level cattle,-2.7,6.3,17.5
2015-06-01,2015,Farm-level eggs,-17.0,0.5,27.0
2015-06-01,2015,Farm-level fruits,-14.9,-4.3,8.8
2015-06-01,2015,Farm-level milk,-37.9,-29.4,-18.4
2015-06-01,2015,Farm-level soybeans,-36.8,-24.7,-6.6
2015-06-01,2015,Farm-level vegetables,-8.8,1.4,13.9
2015-06-01,2015,Farm-level wheat,-27.7,-17.8,-5.2
2015-06-01,2015,Wholesale beef,4.7,11.3,18.7
2015-06-01,2015,Wholesale dairy,-17.6,-12.4,-6.6
2015-06-01,2015,Wholesale fats and oils,-12.0,-5.1,3.0
2015-06-01,2015,Wholesale pork,-30.6,-25.1,-18.7
2015-06-01,2015,Wholesale poultry,-4.5,-0.2,4.6
2015-06-01,2015,Wholesale wheat flour,-13.0,-6.6,1.0
2015-07-01,2015,Farm-level cattle,-3.6,3.3,11.7
2015-07-01,2015,Farm-level cattle,-29.7,-3.1,33.4
2015-07-01,2015,Farm-level eggs,12.3,36.6,72.2
2015-07-01,2015,Farm-level eggs,-46.1,6.0,108.1
2015-07-01,2015,Farm-level fruits,-14.7,-6.4,3.9
2015-07-01,2015,Farm-level fruits,-35.7,-4.7,42.0
2015-07-01,2015,Farm-level milk,-36.3,-29.5,-20.9
2015-07-01,2015,Farm-level milk,-36.8,0.1,60.4
2015-07-01,2015,Farm-level soybeans,-33.3,-23.0,-8.5
2015-07-01,2015,Farm-level soybeans,-57.2,-16.9,68.0
2015-07-01,2015,Farm-level vegetables,-8.7,0.2,11.3
2015-07-01,2015,Farm-level vegetables,-18.1,-0.2,21.5
2015-07-01,2015,Farm-level wheat,-21.6,-12.9,-1.7
2015-07-01,2015,Farm-level wheat,-37.2,-0.9,55.7
2015-07-01,2015,Wholesale beef,4.9,10.3,16.4
2015-07-01,2015,Wholesale beef,-10.3,5.9,24.6
2015-07-01,2015,Wholesale dairy,-16.7,-12.8,-8.3
2015-07-01,2015,Wholesale dairy,-19.9,0.3,25.8
2015-07-01,2015,Wholesale fats and oils,-10.1,-4.8,1.2
2015-07-01,2015,Wholesale fats and oils,-28.3,1.0,43.3
2015-07-01,2015,Wholesale pork,-26.8,-22.1,-16.5
2015-07-01,2015,Wholesale pork,-23.6,-0.8,29.1
2015-07-01,2015,Wholesale poultry,-3.0,0.5,4.4
2015-07-01,2015,Wholesale poultry,-16.0,-1.3,15.4
2015-07-01,2015,Wholesale wheat flour,-10.9,-5.5,0.7
2015-07-01,2015,Wholesale wheat flour,-19.4,2.6,31.0
2015-08-01,2015,Farm-level cattle,-3.0,2.2,8.5
2015-08-01,2015,Farm-level cattle,-28.5,-2.9,30.7
2015-08-01,2015,Farm-level eggs,18.1,37.7,66.3
2015-08-01,2015,Farm-level eggs,-40.1,14.7,119.6
2015-08-01,2015,Farm-level fruits,-14.1,-7.7,0.0
2015-08-01,2015,Farm-level fruits,-31.9,-1.4,43.9
2015-08-01,2015,Farm-level milk,-36.1,-31.1,-24.8
2015-08-01,2015,Farm-level milk,-40.3,-7.5,45.2
2015-08-01,2015,Farm-level soybeans,-27.9,-19.1,-7.0
2015-08-01,2015,Farm-level soybeans,-41.2,12.2,116.1
2015-08-01,2015,Farm-level vegetables,-7.8,-0.1,9.3
2015-08-01,2015,Farm-level vegetables,-17.3,0.6,22.0
2015-08-01,2015,Farm-level wheat,-21.5,-14.9,-6.6
2015-08-01,2015,Farm-level wheat,-34.2,1.1,56.1
2015-08-01,2015,Wholesale beef,4.2,8.4,13.1
2015-08-01,2015,Wholesale beef,-13.1,2.0,19.8
2015-08-01,2015,Wholesale dairy,-16.4,-13.5,-10.2
2015-08-01,2015,Wholesale dairy,-19.9,-1.2,21.8
2015-08-01,2015,Wholesale fats and oils,-8.4,-4.4,-0.1
2015-08-01,2015,Wholesale fats and oils,-26.2,1.9,42.0
2015-08-01,2015,Wholesale pork,-27.2,-23.7,-19.6
2015-08-01,2015,Wholesale pork,-20.6,1.9,31.7
2015-08-01,2015,Wholesale poultry,-3.9,-1.3,1.5
2015-08-01,2015,Wholesale poultry,-16.1,-2.1,14.3
2015-08-01,2015,Wholesale wheat flour,-10.2,-6.0,-1.3
